id,area,scenario,expected,status,evidence,harness,notes
SAIL-50,npcs,An npc stands on a deck and a player watches from shore,The shore player sees it at the hull's projected position,PASS,".sailtmp/selftest_run14.log (exit=0, 0 FAILs); checks ""it is OBSERVED somewhere other than it stands"", ""and observed beside the rider it is standing beside"", ""so the shore player measures it at %d,%d — the projected gap, not the pool one"", ""the shore player's zonemap cannot offer a deck npc — it subscribes to no pool zone"", ""so the cross-frame query is what puts it in their candidate set, and it does"" @ src/torirsserver/test/sailing_server_selftest.u.h",torirsserver --selftest,"FIXED, and it needed two independent halves. (1) PROJECTION: struct ToriRSServerNpc gained obs_x/obs_z/obs_level, obs_off_*, obs_jumped, filled by ToriRSServer_WorldNpcRefreshObservation from the per-tick sweep and seeded at npc_spawn; NpcViewDeltas measures obs-to-obs, and the v5 encoder's keep test, plane filter and add deltas all read obs. obs_jumped joins tele in forcing remove-and-re-add, because the info streams can only express WALK STEPS and a hull sailing or turning under an npc is not a step. (2) DISCOVERY: projection alone is not enough — a shore player subscribes to no pool zone, so the zonemap walk can never offer a deck npc. ToriRSServer_PlayerCrossFrameNpcs scans the deck rectangles of in-view hulls the observer is not aboard and appends them to the candidate set. It returns 0 without touching a zone when no vessel is live, so a vessel-free world stays byte-identical."
SAIL-51,npcs,A rider addresses an npc standing beside them on the deck,The npc is one tile away and may be addressed,PASS,"checks ""a deck hand spawns on the deck beside the rider"", ""onto a tile the hull owns"", ""the rider is standing next to it, %d,%d away"", ""and may address it"" @ src/torirsserver/test/sailing_server_selftest.u.h",torirsserver --selftest,The deck-local half works; only the projection to shore (SAIL-50) is missing.
SAIL-52,npcs,A deck npc wanders or paths while the hull is under way,It stays on the deck and its path composes with the hull's motion,PASS,"checks ""real movable deck NPC spawns for shore and same-deck observer checks"", ""native NPC movement takes a legal step on the retained deck"", ""NPC walks one deck tile while its hull translates: %d,%d -> %d,%d; hullZ %d -> %d"", ""moving deck NPC produces an actual NPC_INFO for observer %d"", ""observer %d decodes the NPC's step plus hull motion at %d,%d (expected %d,%d)"", ""actual client decodes the complete NPC movement packet"" @ src/torirsserver/test/sailing_multiplayer_selftest.u.h",none,"Path composes with hull motion for both a shore observer and a same-deck observer, through the client's own NPC_INFO reader. RUN 2026-09-07 on the SHARED server 214b43d7 (built 08:08 from the final sources): TORIRSSERVER_SELFTEST_SAILING_ONLY=1 -> 563 checks, 0 failures, exit 0 (docs/sailing_validation/server/sailing-selftest-final.{log,tsv}); the full suite -> 250,071 checks, 0 failures (server/full-selftest-final.log). RE-RUN 2026-09-07 09:36 on the REBUILT shared server 6a0e7f04: sailing-only -> 563 checks, 0 failures (/tmp/sailing-fin3/sailing-selftest.log, .tsv). The FULL suite was NOT re-run on 6a0e7f04; the 250,071/0 above stands from 214b43d7 and is carried across three server-side source differences only (SRV-1's out->unbounded initialiser, a cached TORIRSSERVER_EXT_DEBUG getenv, and asserts that OPT=1 compiles out). The 1701-line sailing block lives in test/sailing_*_selftest.u.h; /tmp/sailing-server-capacity.log (481/1) is superseded and is not evidence."
SAIL-53,lifecycle,A vessel is freed,"The handle goes dead, freeing it again answers 0 (the deallocator contract), and the deck reservations return to the pool",PASS,"checks ""the vessel frees"", ""and its handle is dead"", ""freeing it again answers 0, the deallocator contract"", ""and the deck reservations went back to the pool"" @ src/torirsserver/test/sailing_server_selftest.u.h",torirsserver --selftest,
SAIL-54,lifecycle,A vessel is freed with a rider still standing on its deck,"The rider is put somewhere reachable — a dock, a respawn point, anywhere in the root world",PASS,".sailtmp/selftest_run14.log (exit=0, 0 FAILs); checks ""the hull frees with the rider still on its deck"", ""the free does not leave them on the pool square the deck used to occupy (%d,%d)"", ""it puts them down where they LOOKED like they were standing, %d,%d — expected %d,%d"", ""on a tile no hull owns any more"", ""so observed and own coordinates are one thing again, %d,%d"", ""and the shore player still has them — a disembark reads as the hull vanishing from under them, not as the rider vanishing with it"" @ src/torirsserver/test/sailing_server_selftest.u.h",torirsserver --selftest,"FIXED. VesselFree now disembarks every rider to the root tile their own projection was already reporting, instead of abandoning them on the pool square hundreds of tiles off-map. To every other player a disembark now reads as the hull vanishing from under the rider, not as the rider vanishing with it."
SAIL-55,lifecycle,A hull despawns while its deck is built client-side,The despawn sweep frees the deck's scene elements and only those,PASS,".sailtmp/test_wev_rebuild.log ""ok - boat and root rebuilds isolate their scene pools, despawn frees only the deck""",make test-wev-rebuild,
SAIL-56,lifecycle,A player logs out while aboard and logs back in,"They return aboard, or ashore at a defined point — not into a dead instance",PASS,"checks ""save while physically aboard"", ""save never persisted the deck pool coordinates"", ""save records an owned slot and relative deck tile"", ""logout's fallback is the real recorded shore, got %d,%d,%d"", ""login rebuilds a fresh boat/deck identity and boards it"", ""fine ocean pose and heading survive restart exactly"", ""rejoined boat is stopped, anchored and has no stale helm lease"", ""production logout frees both session and owned vessel"", ""production login restores aboard its raft under the new session uid"" @ src/torirsserver/test/sailing_lifecycle_selftest.u.h; native docs/sailing_validation/lifecycle-reconnect-results.json plus lifecycle-before-logout.png / lifecycle-after-login.png",none,"S3 persistence landed (torirs_server_save.c, torirs_server_vessel_lifecycle.u.h) and the native half was RE-WALKED 2026-09-07 on the 08:08 shared client 4854e303 (not re-walked on the 09:35 final pair 5e34b81f): raw logout then a genuinely fresh --resume-save process resumes ashore with inventory intact, and an aboard resume rebuilds the deck pose (angle 128, HP 78/80, stopped, helm NOT taken) -- lifecycle-dock-results.json, lifecycle-before-logout.png, lifecycle-after-login.png. The former residual LIFE-1 -- the LOGGED-OUT client's own auto-reconnect being rejected when the save reconstructs a boat, because deck varbits are sent ahead of RECONNECT_OK -- is now CLOSED: the one-line guard in ToriRSServer_WorldMarkVarp (torirs_server_world.c:11260) is in the FINAL shared pair 5e34b81f / 6a0e7f04 rebuilt 09:35, and five consecutive aboard raw-logout cycles in session /tmp/sailing-fin3-life produced five ""reconnect user='fin3life' session=ok"" lines with ZERO 'login: rejected' and ZERO 'connection lost' (/tmp/sailing-fin3-life/client.log); lifecycle-reconnect-fixed.png was re-taken on that pair. See lifecycle-reconnect-results.json section final_pair_verification. RUN 2026-09-07 on the SHARED server 214b43d7 (built 08:08 from the final sources): TORIRSSERVER_SELFTEST_SAILING_ONLY=1 -> 563 checks, 0 failures, exit 0 (docs/sailing_validation/server/sailing-selftest-final.{log,tsv}); the full suite -> 250,071 checks, 0 failures (server/full-selftest-final.log). RE-RUN 2026-09-07 09:36 on the REBUILT shared server 6a0e7f04: sailing-only -> 563 checks, 0 failures (/tmp/sailing-fin3/sailing-selftest.log, .tsv). The FULL suite was NOT re-run on 6a0e7f04; the 250,071/0 above stands from 214b43d7 and is carried across three server-side source differences only (SRV-1's out->unbounded initialiser, a cached TORIRSSERVER_EXT_DEBUG getenv, and asserts that OPT=1 compiles out). The 1701-line sailing block lives in test/sailing_*_selftest.u.h; /tmp/sailing-server-capacity.log (481/1) is superseded and is not evidence."
SAIL-57,camera,The local player is aboard a moving hull,The camera focus follows their deck position transformed into root space (smoothed within +-500 units) and the root scene's roof-removal mode flips,PASS,"verified live 2026-08-26: app_world_camera_follow reads app->aboard_view, pushes the rider's deck placement through Wev_ParentFromDeck every frame (focus height = wev->y + deck height), and the frame series shows the camera glued to the gliding hull; app_world_roof_check returns show-all while aboard",torirs --manifest manifests/manifest_osrs239_sailing.ini + vesselboard + vesselsail,"Root-parented hulls only — a camera aboard a NESTED hull would need the parent chain composed, and no nested hull exists to film. Minimap/audio-listener still follow the raw deck-local position (cosmetic; see notes in app.c)."
SAIL-58,input,A deck tile is clicked; a hull is right-clicked from shore,"The pick resolves to the deck's view id and the op runs against the deck world; the config's type-4 ops appear, gated by the 5-bit op mask",PASS,"walk half live 2026-08-26: TORIRS_SIM_CLICK_AT on a deck tile emits MOVE_GAMECLICK with view.base+local (deob client.java:9294-9312) and the rider walks it, parked and under sail; op half live 2026-08-26: right-click on the hull model classifies as WORLD_PICK_WEV, the menu shows the config's masked op rows (""Board The Zenith""), and picking one sends ::vesselop which boards",torirs --manifest manifests/manifest_osrs239_sailing.ini + TORIRS_SIM_CLICK_AT,"pick_view rides the emit->PickHit->PickSet->minimenu chain; hull op rows sort after Walk here (rs_minimenu_world.c). 2026-08-27: deck ACTORS classify as NPC/PLAYER picks and deck LOCS classify through the VIEW world (SCENERY pick + view id; live: Zenith deck loc at (7,12) lvl 1 classifies from aboard; unit: test_deck_scenery_pick_resolves_through_view_world) with OPLOC sent at view.base+local. Non-interactive walls still don't pick, by the root rule."
SAIL-59,wire,The osrs230 lane is asked to encode a sailing packet,It refuses rather than mis-encoding (the wire-vtable convention),PASS,"checks ""resolve the actual revision230 adapter"", ""revision230 refuses vessel packets and does not mutate v239 observer tracking"" @ src/torirsserver/test/sailing_multiplayer_selftest.u.h",none,"The wire-vtable refusal is now pinned by an explicit negative case, as SAILING_PLAN's rev-239-only claim requires. RUN 2026-09-07 on the SHARED server 214b43d7 (built 08:08 from the final sources): TORIRSSERVER_SELFTEST_SAILING_ONLY=1 -> 563 checks, 0 failures, exit 0 (docs/sailing_validation/server/sailing-selftest-final.{log,tsv}); the full suite -> 250,071 checks, 0 failures (server/full-selftest-final.log). RE-RUN 2026-09-07 09:36 on the REBUILT shared server 6a0e7f04: sailing-only -> 563 checks, 0 failures (/tmp/sailing-fin3/sailing-selftest.log, .tsv). The FULL suite was NOT re-run on 6a0e7f04; the 250,071/0 above stands from 214b43d7 and is carried across three server-side source differences only (SRV-1's out->unbounded initialiser, a cached TORIRSSERVER_EXT_DEBUG getenv, and asserts that OPT=1 compiles out). The 1701-line sailing block lives in test/sailing_*_selftest.u.h; /tmp/sailing-server-capacity.log (481/1) is superseded and is not evidence."
SAIL-60,content,A player walks a gangplank at a dock and takes the helm,"Boarding telejumps into the deck instance, the helm op enters navigation mode, clicks steer, disembark reverses it",PASS,"native capture chain 2026-09-07 08:xx on the 08:08 shared client 4854e303 / pack 902a6b8d (NOT re-captured on the 09:35 final pair 5e34b81f, whose only client-side differences are the paint-order scratch buffers and asserts): docs/sailing_validation/lifecycle-shore-board-menu.png -> lifecycle-dock-boat-selector.png -> lifecycle-dock-boarded.png -> lifecycle-helm-menu.png -> lifecycle-dock-helm.png -> lifecycle-native-steering.png -> lifecycle-returned-dock.png -> lifecycle-disembark-menu.png -> lifecycle-disembarked.png, with docs/sailing_validation/lifecycle-dock-results.json; the 2026-09-06 chain (lifecycle-actual-gangplank.png, lifecycle-gangplank-menu.png, lifecycle-leaving-dock.png) is HISTORICAL, from client 8d16856e / pack 9a8b44bb. Server side: checks ""retrieve at the real Pandemonium gangplank"", ""retrieved berth permits native heading%d at%d,%d"", ""board the native walkable deck"", ""an open sea has no gangplank landing"" @ src/torirsserver/test/sailing_lifecycle_selftest.u.h, all PASS in the 563/0 run on the 08:08 server 214b43d7, and again in the 563/0 run on the rebuilt server 6a0e7f04 (/tmp/sailing-fin3/sailing-selftest.log)",none,"No longer out of scope: the content lives in OSRS-Content but the engine ops (torirs_server_scripts.c 11097-11099, VesselBoardPlayer/DisembarkPlayer) are in this branch. RE-WALKED 2026-09-07 on the 08:08 shared client 4854e303, every capture re-taken and opened (the chain was not re-walked on the 09:35 final pair 5e34b81f): lifecycle-shore-board-menu.png -> lifecycle-dock-boat-selector.png (native 934, row '1 - Adamant Bane, Location: The Pandemonium') -> lifecycle-dock-boarded.png -> lifecycle-helm-menu.png / lifecycle-dock-helm.png ('Navigate Helm'; panel Not steering -> Steering) -> lifecycle-native-steering.png -> lifecycle-returned-dock.png -> lifecycle-disembark-menu.png -> lifecycle-disembarked.png. The helm is the PHYSICAL deck loc 59537, not the ::helm cheat. The 2026-09-06 captures on 8d16856e/9a8b44bb are superseded; lifecycle-login-stale-menu-before.png and lifecycle-aground-control.png remain NEGATIVE CONTROLS and are not success evidence."
SAIL-61,render,A hull is spawned at each of the 16 compass headings with a player standing on its deck,"Each heading renders a visibly distinct hull orientation, with the player aboard in every one",PASS,"16/16 frames pairwise-distinct by SHA-256 of the cropped viewport; the commanded yaw is echoed back per run by ""wev: SPAWN id=1 config=2 size=8x8 prio=0 fine=151616,299072 angle=<N>"" and ""wev: view 0 entity 1 PAINTED ... (fine 151616,299072 angle <N>)"" for N = 0,128,..,1920 @ .sailtmp/rose/h00.log .. h15.log; server side, ""vesselspawnat: vessel 1 view 1 at 1184,2336 level 0 angle <N> (heading <h>/16)""; tiles at .sailtmp/rose/tile_00.png .. tile_15.png","torirs_win64.exe --manifest manifests/manifest_osrs239_sailing.ini (TORIRS_ORBIT_CAM=0,300,80 fixes the camera so only the hull's yaw differs between shots)","Needed a new argument: ::vesselspawnat now takes an optional [angle 0-2047], wrapped rather than clamped because yaw is cyclic. Before it a hull spawned pointing south and only ::vesselsail ever turned one — at turn_rate units a tick, by the shortest arc, and then away on that heading — so a chosen angle was not a repeatable still. Sixteen hulls in one frame is the other obvious route and does not fit: the wire publishes 15 world-view ids, so the sixteenth boat would be spawned, sailable and invisible."
SAIL-62,npcs,A rider on a deck looks at an npc standing on the shore the hull is sailing past,The shore npc appears in the rider's NPC_INFO at the projected gap,PASS,"checks ""an ocean NPC spawns beside the hull"", ""rider's root zones offer the nearby ocean NPC despite distant deck coordinates"", ""so the shore player measures it at %d,%d - the projected gap, not the pool one"", ""so the cross-frame query is what puts it in their candidate set, and it does"" @ src/torirsserver/test/sailing_server_selftest.u.h",none,"The mechanism landed 2026-08-26 (ToriRSServer_PlayerSceneAnchor) and now has assertions: a rider's zonemap and SET_NPC_UPDATE_ORIGIN are anchored under the hull, so shore NPCs are ordinary zone candidates in the same observation frame the add deltas use. RUN 2026-09-07 on the SHARED server 214b43d7 (built 08:08 from the final sources): TORIRSSERVER_SELFTEST_SAILING_ONLY=1 -> 563 checks, 0 failures, exit 0 (docs/sailing_validation/server/sailing-selftest-final.{log,tsv}); the full suite -> 250,071 checks, 0 failures (server/full-selftest-final.log). RE-RUN 2026-09-07 09:36 on the REBUILT shared server 6a0e7f04: sailing-only -> 563 checks, 0 failures (/tmp/sailing-fin3/sailing-selftest.log, .tsv). The FULL suite was NOT re-run on 6a0e7f04; the 250,071/0 above stands from 214b43d7 and is carried across three server-side source differences only (SRV-1's out->unbounded initialiser, a cached TORIRSSERVER_EXT_DEBUG getenv, and asserts that OPT=1 compiles out). The 1701-line sailing block lives in test/sailing_*_selftest.u.h; /tmp/sailing-server-capacity.log (481/1) is superseded and is not evidence."
SAIL-63,minimap,A hull is in minimap range of any player; the local player sails aboard one,The config's op-26 minimap sprite draws at the hull's root position (deob client.method1819) and the minimap stays a main-world map centred on the rider pushed through the boat transform,PASS,"verified live 2026-08-27: tier 1/2/3 spawns each show their own icon (sprites 7288/7289/7290) on the minimap, and while boarded the map scrolls the sea past the centred rider (App_MinimapBuildDots wev pass + app_wev_actor_root_fine)",torirs --manifest manifests/manifest_osrs239_sailing.ini + vesselspawn/vesselboard,"Deob rotates the icon by hull yaw; our dot blit has no rotation yet, so the icon draws upright. There is no sub-view minimap terrain bake in the deob either — nothing further owed there."
SAIL-64,input,A rider takes the helm and drives the boat with the launch controls,"Heading set by clicking the water, sails toggle as instant go/stop, 0.5 t/t speed stepper, reverse only with sails down (docs/SAILING.md §7)",PASS,"verified live 2026-08-27: ::helm -> click steered ('<- MOVE as steering: click 1183,2336 hull 1187,2338 -> heading 3/16'), ::sails started the skiff, ::speedup stepped to 1.0 t/t; selftest green with the sail gate (mover fixtures hoist sails_set)",torirs --manifest manifests/manifest_osrs239_sailing.ini + helm/sails/speedup,"The steering click is reinterpreted server-side in handle_move (no new wire packet, matching the launch model's no-view-id MOVE); the white cursor arrow and the Sailing Options HUD are not drawn yet, and the helm LOC itself is not clickable (C5.2 non-terrain half) — ::helm stands in."
SAIL-65,render,The hull bobs at idle and plays the wire one-shot seq,"Config op-25 animaya (13424/26/28) loops the deck's whole sub-scene vertically from spawn; a WORLDENTITY_INFO updateFlags-0x1 seq (the sink family 13425/27/29) overrides it once — delay in client ticks, completion restarts the idle at frame 0",PASS,"live 2026-08-27 (TORIRS_WEV_DEBUG BOB lines): skiff idle 13426 loops 240 frames / 4.8s at ±4 fine units; ::vesselseq 1 13427 25 mid-session interrupts with the sink (y 74→212 over 180 frames) then the idle restarts at frame 0 — the deob's exact lifecycle (client.java:9218-9241, class467.method10419)",torirs + TORIRS_WEV_DEBUG=1 + ::vesselseq,Bone-0 Y translation into the descent transform (app_wev_advance_bobs / bind_frame_xforms); pitch/roll from the full 4x4 deferred (needs a wider descent). Encoder sends flags 0x1 once per vessel seq_stamp per observer.
SAIL-66,actors,A deck npc rides a moving hull without wobbling,"Footprint-routed actors' deck coordinates are recovered against the hull's WIRE transform (queue slot 0 — the tick state the server projected with), not the mid-glide interpolated one, so the recovery is frame-stable",PASS,"app_wev_deck_box_wire + route_point 2026-08-27; regression: full ride harness green (the rider, homed, was never affected)",torirs ride harness,The residual is per-tick tile quantization from the obs projection — the same quantization shore npcs have. True per-view NPC_INFO (deob per-world actor lists) remains the eventual protocol-level answer.
SAIL-67,projection,The rider renders ON the hull for hulls smaller than their zone reservation,"Server deck<->root projection recenters with the CLIENT's terms — half the ZONE-ROUNDED deck box (the wire's zone nibbles x8) plus the config pivot (archive-72 ops 4/5, mirrored server-side) — so the projected tile and the descent-drawn tile agree",PASS,"root-caused 2026-08-27 from the user's off-boat-rider report: server recentred by the raw hull size (2x5) while the client's descent recenters by zones*8 (8x8) + pivot — every rider on a non-zone-multiple hull drew (zones*8-size)/2 tiles off the hull (skiff: 3,1.5). Fixed in vessel_recenter_fine (vessel_config_pivot mirrors the cache pivots); boarding now targets the deck-box centre; selftest pivot/round-trip/SW-tile pins updated; live: rider stands on the skiff hull (fix1.png)",torirsserver --selftest + live boarding,The 16x24 Zenith masked it (exact zone multiple). Boarding tile = base + zones*4.
SAIL-68,combat,A rider attacks/fishes/casts over the gunwale,Boat-relative reach dispatches attacks from the projected deck position,PASS,"selftest ""a rider reaches across the gunwale from the projected tile"": reach seam answers projected vs same-deck raw; a latched attack on a shore goblin FACES it; engaged combat holds at range; ranged Attack within weapon range of the projected tile counts as REACHED (ToriRSServer_CombatAtRangeReady) so content's [opnpc2,_] combat loop dispatches and swings from the deck — live-lane proof: 16 consecutive swing dispatches, XP/UPDATE_STAT traffic, arrows consumed",torirsserver --selftest; TORIRS_SIM_CMD harness in the osrs239 launcher lane,"Seam sites: interaction_try/continue_or_give_up (distance, SceneApproached x2, SceneReached x2, off-deck walk suppression), combat.c in_attack_range_with / npc LoS / pursuit walk / maxrange / aggro / sound."
SAIL-69,combat,Ranged swings actually fire from the deck (the fight loop is content's),"The engine has no attack clock: swings are content's [opnpc2,_] -> p_opnpc(2) re-arm loop. An at-range Attack must therefore DISPATCH the op (reached override in interaction_try), never bare-CombatEngage-and-clear — that engaged a fight nobody ever swung in. Content's [apnpc2,_] cannot claim it aboard because npc_range(coord) reads raw pool coords.",PASS,"Launcher lane: click Attack on a shore npc from the deck with a bow+arrows -> [opnpc2,giant] dispatches every attackrate ticks, UPDATE_STAT xp packets; without ammo the fight correctly stops with the quiver message","TORIRS_SIM_CMD=""...vesselspawn;...vesselboard"" TORIRS_SIM_CLICK_AT click on npc","interaction_try reached-override (torirs_server_world.c), ToriRSServer_CombatAtRangeReady (torirs_server_combat.c)"
SAIL-70,combat-visuals,"Projectiles, hitsplats and healthbars while aboard","Deob contract: each World owns its projectiles/graphics and anchors its actors through its own transform. Root-world approximation: ToriRSServer_RootTile projects deck endpoints for zone projanim/mapanim and the script distance ops (npc_range/distance — the overflow that made every aboard shot ""end <= start""); client overlays sample ground at app_cinema_level, homed riders anchor through Wev_ParentFromDeck + deck height + wev y/bob (app_world_project_actor); projectile endpoint heights compose through the hull footprint (app_world_ground_composed).",PASS,"Launcher lane: giant healthbar/hitsplats at correct height while aboard; arrow spawns (spawn_projectile_spot 50,54->46,51) with src_y = deck ground + 160 (was grass + 160, 204 units too high)",OPT=0 diagnostic build prints src_y/ground/h1/h2; user-confirmed live,"ToriRSServer_RootTile (world.c), zone.c projanim/mapanim, scripts.c SS_OP_DISTANCE/NPC_RANGE, app.c app_world_project_actor/app_world_ground_composed, world_cycle.c ProjectileTrackTarget"
SAIL-71,deck,Deck facilities are placed from cache data and clickable,"The boat dbrows state each tier's sail/steering LOC and its template-absolute placement; [proc,sailing_deck_built] (fired by the engine after the deck instance builds) places them with loc_add_op, and [oploc1] handlers call the new vessel_here/vessel_sails/vessel_helm ops. Required: op-overridden placements become interactive client-side; WorldLocSet mirrors uncovered mutations into covering windows; loc lookups bind a window containing the tile (slots are per-window).",PASS,"Launcher lane: right-click the mast -> ""Work"" -> OPLOC1 59537 -> ""You set the sails. The boat gets under way.""; ::sailhelm/::sailsails harness twins give ""You take the helm"" + ""Speed 1.0 tiles per tick""",TORIRS_SIM_CLICK_AT right-click + row select; ::sailhelm/::sailsails,"boat_facilities.rs2, scripts.c vessel ops, app.c app_loc_change_apply_ops, world.c scene_bind_covering/world_loc_mirror"
SAIL-72,deck,A hull refused by the water tells the helmsman,"The mover parks a commanded hull on a blocked step (whole step or none). That park was SILENT while content had just said ""the boat gets under way"" — the vessel now raises a one-shot blocked_notice, the tick reports it to whoever is at the helm, and content words it ([proc,sailing_boat_blocked]; ToriRSServer_Say is silent when a pack defines none — never a C sentence).",PASS,"Launcher lane at the Lumbridge swamp pond: helm + sails -> ""You take the helm."" / ""You set the sails. The boat gets under way."" / ""The boat can't go that way."" (the hull's footprint is land, so the first step is refused)",TORIRS_SIM_CMD tele/vesselspawn/vesselboard/sailhelm/sailsails; TORIRS_VESSEL_DEBUG=1 shows state 0->1->0,"torirs_server_vessel.c blocked_notice + VesselTakeBlocked, torirs_server_world.c tick report, boat_facilities.rs2"
SAIL-73,sailing,Sail and steer in the natural ocean with the player aboard,Native headings drive the hull through the separate boat collision map,PASS,docs/sailing_validation/collision-results.json; deck-results.json,tools/sailing_collision_acceptance.py; tools/sailing_deck_acceptance.py,"Replaces prior evidence from a wide synthetic water stamp; fixture now (3072, 3160). Native half RE-RUN twice on 2026-09-07: on the 08:08 client 4854e303, then again at 09:36 on the FINAL pair (src/torirs 5e34b81f / src/build_opt/torirsserver 6a0e7f04, pack 902a6b8d unchanged), which is what collision-results.json now carries; the tool recorded no provenance at all before this phase -- see sailing_validation/README.md."
SAIL-74,content,Boarding and leaving a boat without a cheat,"A gangplank boards the hull moored beside it and puts a rider ashore. vessel_nearest(coord,range) asks the root-frame ""is there a boat at this dock?""; vessel_board stands the player on the deck plane at the deck-box centre; vessel_disembark searches outward from the hull for the nearest WALKABLE, non-sailable ground and refuses when there is none (a boat at sea has no shore).",PASS,"Launcher lane, Lumbridge: ""You walk up the gangplank and board the boat."" then ""You walk down the gangplank."" with the player back on the grass. On the harness water pad every ring is stamped water, so the same click correctly answers ""There's nowhere to step ashore from here.""","::sailplank harness twin of the loc body; [oploc1,gangplank] is the live binding","torirs_server_vessel.c VesselNearest/BoardPlayer/DisembarkPlayer, scripts.c ops 11097-11099, boat_gangplank.rs2"
SAIL-75,content,Hull grounding and real repair-kit consumption,A wooden skiff has 80 HP; grounding costs 2 HP and kits consume actual inventory to repair native amounts.,PASS,docs/sailing_validation/cargo/results.json; utility-bosun-results.json,tools/sailing_cargo_acceptance.py; native Bosun interaction,Native DB stats and kit amounts replace the old 500 HP fixture balance.
SAIL-76,ui,The Facilities tab lists what is actually on the deck,"The hull carries its own facility slots (sail/helm/hull, 1-based picks into its sailing_boat dbrow option columns); content sets them as it places the locs (vessel_facility, op 11102) and the aboard sync feeds the sidepanel varbits from them instead of a fixed 1.",PASS,"Differential: the skiff (furnished) reports facility varbits 19154/19155/19168 = 1 and lists its rows; ""The Zenith"" (config 9, which sailing_deck_built declines to furnish) reports NO facility varbits and the tab renders EMPTY. Its hull bar reads 19200/19200 — 50 x 16 x 24, the size-scaled spawn hp.",TORIRS_SIM_CMD vesselspawn (tier) vs vesselspawn 16 24 9 3880 6376,"torirs_server_vessel.h facility[], scripts.c op, world.c sync, boat_facilities.rs2"
SAIL-77,harness,Measure one warm native fixture,State query and screenshot p95 under 100 ms,PASS,docs/sailing_validation/harness-performance.json,tools/sailing_harness.py bench --iterations 30 --include-step,"RE-MEASURED 2026-09-07 08:53 on the 08:08 shared binaries 4854e303 / 214b43d7 -- NOT re-measured on the 09:35 final pair 5e34b81f / 6a0e7f04, whose only render-path difference removes two per-frame allocations from the sailing paint-order pass -- on a verified-idle machine (process list recorded), 20 samples per operation; harness-performance.json now carries 4854e303 / 214b43d7 / 902a6b8d. state 2.795 ms median / 2.865 p95; capture 42.295 / 42.977; step_30 15.424 / 17.324; pause 2.825 / 5.308; save 2.780 / 2.849; restore 7.799 / 7.865. Both the warm p95s are far under the 100 ms target. No operation regressed against the 2026-09-06 baseline (restore -21.6%, capture -11.4%, its max 81.18 -> 43.07 ms). Cold start is separate: 2.479 s and 2.473 s idle, 2.698 s for a run's first launch. A second, UNFAVOURABLE set taken while a foreign -j8 LTO link ran is retained in the same file rather than discarded."
SAIL-78,checkpoint,Restore mid-movement and after changing a deck facility,"Server wire target, client interpolation, camera and rendered sail geometry match the checkpoint",PASS,docs/sailing_validation/deck-results.json; collision-results.json,tools/sailing_deck_acceptance.py; tools/sailing_collision_acceptance.py,World NPC damage and depleted resources are outside checkpoint scope; active operations must stop.
SAIL-79,ui,Click real cargo widgets while paused,"Withdraw 13 bronze cannonballs and deposit 10; enforce native whitelist, reject notes, and conserve items across captain inventory namespaces.",PASS,docs/sailing_validation/cargo/results.json; native-cargo-roundtrip.png; native-cargo-whitelist.png,tools/sailing_cargo_acceptance.py,2026-09-06: 10 native checks pass; coins/logs/notes rejected; shared tools use no hold slots. Captures opened and visually inspected.
SAIL-80,ui,Build a range through an actual shipyard hotspot,"Walk to the native ghost, open 939, consume 4 steel bars + 2 clay + tinderbox and replace the ghost.",PASS,docs/sailing_validation/shipyard-range-results.json; shipyard-range-built.png,native mouse interaction through sailing_harness.py,Restore returns the original empty hotspot.
SAIL-81,ui,Open raft and sloop cargo/customisation cold,Actual cargo chests and native model previews appear,PASS,docs/sailing_validation/raft-customisation.png; sloop-customisation.png,sailing_harness.py start --boat raft|sloop,"Visually inspected native meshes, requirements and carrying-state changes."
SAIL-82,render,Render sailing through the actual GPU depth renderer,"Boat/deck traversal, moving geometry and looping sail poses are visible and restore correctly",PASS,docs/sailing_validation/gpu/deck-results.json; gpu/deck-sailing.png,tools/sailing_deck_acceptance.py --output docs/sailing_validation/gpu,Presented-frame GPU readback; opened and visually inspected.
SAIL-83,crew,Assign crew through native interfaces and let them work,"Real salvage, fish, repair and cannon resources/XP; cancellation stops work",PASS,docs/sailing_validation/crew-actions.json,tools/sailing_crew_acceptance.py,Native combined navigation duty 4; captain remains free to walk/steer.
SAIL-84,crew,A sloop crewmate must reach its real helm station,Spawn on walkable planking; route around captain; reach station and trim a natural gust,PASS,docs/sailing_validation/sloop-controls.json; sloop-crew-arrived.png,native sloop session and mouse assignment,Preserves blocked native bow terrain; no padding walk or NPC teleport.
SAIL-85,construction,Build through the actual native catalogue,Bronze hook grants 151 XP; failed/repeated/paid construction grants none,PASS,docs/sailing_validation/native-build-xp-results.json,native interface 939 mouse Build,Exact published boat-part XP totals; paid Iron helm charges 1400 coins.
SAIL-86,combat,Click native cannon controls and real NPC targets,Swap conserves ammunition; Follow/Clear and manual target selection drive real gun fire,PASS,docs/sailing_validation/cannon-panel-results.json; ammunition-effects-results.json,native mouse menu and panel interactions,Visible target damage; chainshot/burn status application and expiry measured.
